date,symbols,summary
2025-09-24,COIN,"Galaxy Digital CEO Mike Novogratz stated that the political landscape and the upcoming choice for Federal Reserve Chair by President Donald Trump could influence the Bitcoin cycle. Novogratz noted macro uncertainty, including the impact of AI, makes predicting the cycle top difficult. Trump has criticized Fed Chair Jerome Powell, whose term ends in May 2026. Potential candidates for Fed Chair include Kevin Hassett, Kevin Warsh, and Christopher Waller. Polymarket bettors see a 21% probability of Waller being named a 'shadow chair' this year. Galaxy shares closed down 1.63% at $33.14 on Tuesday."
2025-09-24,COIN,"Benzinga's options activity scanner identified unusual trading for several financial stocks. Notably, for Coinbase Global Inc. (NASDAQ: COIN), a bearish call option trade was recorded with an expiration date of January 16, 2026, and a strike price of $350.00. The trade involved 8 contracts at a total price of $29.1K, with 118 contracts traded during the session."
2025-09-26,COIN,"Bitmine Immersion Technologies shares fell 4.82% to $49.42 on Thursday, erasing a month of gains as cryptocurrencies dropped below key levels. Ethereum fell below $4,000, trading around $3,955, while Bitcoin traded near $111,000. The decline impacted other crypto-linked stocks, including Strategy, Inc. and Coinbase Global. Bitmine has fallen more than 16% over the last five days, though it maintains a nearly 600% gain since its June debut."
2025-09-26,COIN,"Benzinga's options activity scanner identified a bearish call sweep for Coinbase Global (COIN) expiring on November 21, 2025, with a $320.00 strike price. The trade involved 35 contracts split into 14 trades, totaling $94.7K in cost, with 199 contracts traded today against 1,407 existing open contracts."
2025-09-26,COIN,"Crypto-linked stocks declined on Thursday as Bitcoin fell below $110,000, Ethereum dropped below $3,900, and XRP fell below $2.75. Miners like Riot Platforms, MARA Holdings, and HIVE Digital Technologies faced pressure, as did Coinbase Global, which saw shares drop nearly 5% due to thinning trading volumes. Strategy, Inc. also fell, mirroring Bitcoin's decline. The selloff was driven by rising U.S. Treasury yields, global risk-off sentiment, and stronger-than-expected U.S. economic growth, which dampened expectations for aggressive Federal Reserve rate cuts."
2025-09-27,COIN,"Wall Street rebounded as inflation data aligned with expectations, with the S&P 500 gaining ~0.6%. Q2 GDP grew 3.8% and August PCE inflation was 2.7% year-over-year. Bearish news included a plunge in Bitcoin, Ethereum, and XRP, which pressured crypto-linked stocks like Coinbase Global, Riot Platforms, MARA Holdings, HIVE Digital Technologies, and Strategy, Inc. Additionally, NIO and Li Auto fell following new Chinese export permit requirements, and Freeport-McMoRan was downgraded by Scotiabank to Sector Perform with a $45 price target following a mine disaster."
2025-09-30,COIN,"On Monday, Coinbase Global Inc. (NASDAQ: COIN) was among the top 5 gainers in the S&P 500, rising 5.80%."
2025-10-01,COIN,"Options activity for COIN showed a bearish call option trade expiring October 3, 2025, with a $335.00 strike price. 60 contracts were traded at a price of $620.0 per contract, totaling $37.2K, with 4,648 contracts traded today."
2025-10-01,COIN,BTIG analyst Andrew Harte initiated coverage on Coinbase Global Inc. (NASDAQ: COIN) with a Buy rating and a price target of $410. The stock closed at $337.49 on Tuesday.
2025-10-01,COIN,"BTIG Initiates Coverage On Coinbase Global with Buy Rating, Announces Price Target of $410"
2025-10-02,COIN,"BTIG initiated coverage on Coinbase (COIN) with a Buy rating and a $410 price target, based on a 25x multiple of 2027 estimated enterprise value-to-EBITDA. As of fiscal year 2024, Coinbase had $404 billion in assets and 8.4 million monthly users. Analysts highlighted growth opportunities in derivatives, the Base App, and stablecoin adoption (USDC). Retail transaction revenue now accounts for about half of the business, while subscription and services revenue has grown to 40%. Shares were up 2.69% at $346.58 on Wednesday."
2025-10-02,COIN,"Options activity for COIN showed a bearish call option trade expiring October 3, 2025, with a $340.00 strike price. 79 contracts were traded at a price of $970.0 per contract, totaling $76.6K, with 8,328 contracts traded today."
2025-10-02,COIN,"Sharps Technology (STSS) announced a $100 million stock buyback and an expanded digital asset strategy in partnership with Crypto.com. The company has acquired over 2 million Solana tokens valued at more than $400 million, with plans to deploy holdings into Solana-native projects to earn yield."
2025-10-03,COIN,"On Thursday, Coinbase (COIN) shares rose 6.31%, helping the stock recover toward late-July levels. This move occurred alongside a broader crypto market rally where Bitcoin reached $120,000. Coinbase was listed as the second-highest gainer in the S&P 500 for the day."
2025-10-03,COIN,"Rothschild & Co Upgrades Coinbase Global to Buy, Raises Price Target to $417"
2025-10-03,COIN,Rothschild & Co analyst Nicholas Watts upgraded Coinbase (COIN) from Neutral to Buy and raised the price target from $325 to $417. Coinbase shares closed at $372.07 on Thursday.
2025-10-03,COIN,"Benzinga's options activity scanner identified a bearish call option trade for Coinbase (COIN) expiring on October 3, 2025. The trade involved 20 contracts at a $345.00 strike price, with a total trade price of $46.6K and 5,936 contracts traded today."
2025-10-03,COIN,"JPMorgan is expanding its blockchain initiatives, notably through its Kinexys platform, which processes $3 billion in daily transactions for clients like FedEx and Ant International. The bank is also piloting the JPMorgan Deposit Token (JPMD) on Coinbase's Base blockchain and working on tokenizing carbon credits. Despite these advancements, the bank notes that regulatory and technical challenges remain."
2025-10-04,COIN,'Coinbase Seeks OCC Trust Charter to Grow Payments Business'- Bloomberg
2025-10-07,COIN,"Coinbase CEO Brian Armstrong expressed optimism regarding U.S. crypto regulation, citing the CLARITY Act and GENIUS Act. Analysts have a bullish outlook on COIN, with BTIG initiating coverage with a 'Buy' rating and a $410 price target, while Rothschild & Co. raised its target from $325 to $417 and upgraded the stock to 'Buy'. Coinbase shares closed at $386.07 on Monday, up 1.59%, with a 55.49% year-to-date gain."
2025-10-07,COIN,"Jiko Announces Strategic Investments And Support From Coinbase And Blockstream Capital Partners To Expand Adoption Of Its T-Bill-Based Banking Model For Storage, Settlements, And Payments."
2025-10-08,COIN,"Benzinga's options activity scanner identified a neutral call option trade for Coinbase (COIN) expiring on December 19, 2025. The trade involved 5 contracts at a $2.50 strike price, with a total trade price of $185.3K. There were 470 open contracts prior to the trade, and 756 contracts were traded."
2025-10-08,COIN,"Barclays Maintains Equal-Weight on Coinbase Global, Lowers Price Target to $361"
2025-10-09,COIN,Sharps Technology Expands Solana Digital Asset Treasury Strategy Through Strategic Collaboration With Coinbase Global
2025-10-09,COIN,"Sharps Technology (STSS) announced a collaboration with Coinbase to utilize Coinbase Prime's custody infrastructure and OTC desk for its digital asset treasury strategy. STSS is focused on Solana (SOL), having acquired over 2 million SOL valued at more than $400 million."
2025-10-11,COIN,"CNBC Halftime Report Final Trades:  Gilead Sciences, Rocket Lab, Palo Alto Networks, Coinbase Global"
2025-10-11,COIN,"Riot Platforms (RIOT) experienced a price decline alongside other crypto-focused companies like MARA Holdings and Coinbase (COIN) due to political pressures and market shifts toward safe havens. RIOT's short interest is 18.3%, and the correlation between its stock price and short interest has tightened to -83.24% this year, potentially signaling a short squeeze."
2025-10-11,COIN,"Coinbase CEO Brian Armstrong criticized a Senate Democratic proposal that would require DeFi front-end operators to register as brokers with the SEC or CFTC. Industry groups, including the Blockchain Association, warned the rule could effectively ban DeFi in the U.S. and drive innovation overseas. Analysts suggest this could lead to a $1 trillion capital flight, even as major banks like Goldman Sachs and Citigroup explore blockchain settlement systems."
2025-10-13,COIN,"Datavault AI Inc. (DVLT) is acquiring NYIAX Inc. to integrate AI-based data monetization with blockchain-powered trading. The deal, pending Nasdaq and shareholder approval, is expected to close in Q1 2026. NYIAX's exchange technology will be integrated into Datavault AI's Information Data Exchange, supporting upcoming launches like the International Elements Exchange. DVLT shares traded down 9.21% to $1.725."
2025-10-13,COIN,"Stephanie Link of Hightower Advisors named Coinbase Global, Inc. (NASDAQ: COIN) as her final trade on CNBC's 'Halftime Report Final Trades'. Coinbase is scheduled to release its Q3 shareholder letter on October 30, with analysts projecting $1.17 earnings per share and $1.77 billion in revenue. Coinbase shares closed up 6% at $357.01 on Friday."
2025-10-13,COIN,"Cryptocurrency-linked stocks rose in pre-market trading on Monday following a recovery from the 'Black Friday' crash. Coinbase (COIN) was up 2.64% to $366.50, MARA Holdings rose 3.81% to $19.34, and Bitmine Immersion Technologies climbed 6.73% to $55.97. Bitcoin traded at $115,261.73, up 3.55%."
2025-10-14,COIN,"Memecoins saw gains late Monday as the broader crypto market rebounded from a 'Black Friday' sell-off that wiped out $16 billion. Dogwifhat rose 6.67% to $0.5871, Bonk increased 5.71% to $0.00001623, and Shiba Inu gained 1.75% to $0.00001084. The overall memecoin market cap increased 0.71% to $60.66 billion."
2025-10-15,COIN,"Options activity for Coinbase (COIN) shows a bearish call option sweep expiring October 24, 2025, with a $360.00 strike price. 25 contracts were traded across 3 separate trades for a total cost of $28.1K, with a price of $1,125.0 per contract. There were 443 open contracts at this strike prior to the activity, with 720 contracts traded today."
2025-10-15,COIN,"Cloudflare Inc. is partnering with Visa, Mastercard, and American Express to secure 'agentic commerce' using its Web Bot Auth protocol to verify AI agents. Cloudflare is also collaborating with Coinbase Global Inc. on open frameworks like the Agent Payments Protocol and the x402 Foundation to advance secure digital transactions."
2025-10-15,COIN,"Coinbase announced a new investment in the Indian cryptocurrency exchange CoinDCX, valuing the company at $2.45 billion post-money. This valuation is an increase from the $2.15 billion valuation in April 2022. CoinDCX, which has over 20 million users and supports more than 500 cryptocurrencies, recently suffered a $44 million exploit. Coinbase shares rose 0.52% in after-hours trading following a 4.33% decline during the regular session on Tuesday, October 14."
2025-10-16,COIN,"Coinbase added BNB to its listing roadmap on Wednesday, October 15, 2025, noting that the launch is contingent on technical infrastructure and market-making support. Binance co-founder Changpeng Zhao reacted to the news on X following prior criticism regarding Coinbase's failure to list the token. BNB has rallied nearly 70% in 2025, reaching a record high of $1,370.55 earlier in the week. Coinbase shares rose 0.50% in after-hours trading after closing at $336.30 on Wednesday."
2025-10-16,COIN,"'Coinbase Business Introduces Global Payouts And Payment Links, Enabling Businesses To Send And Receive USDC With Low Fees, Instant Settlement, And Global Reach'"
2025-10-16,COIN,"VolatilityShares has filed with the SEC for a suite of 27 leveraged ETFs, including 5x leveraged products for Bitcoin, Ethereum, XRP, Solana, Coinbase (COIN), Strategy Inc (MSTR), Tesla, and Alphabet. If approved, these products would be effective December 29, 2025, and are designed to amplify daily price swings by five times."
2025-10-17,COIN,"Benzinga's options activity scanner identified a bullish call option sweep for COIN (NASDAQ: COIN) in the current session. The trade involves 300 contracts at a $370.00 strike price, expiring on November 21, 2025. The total cost for the trade was $519.9K, with 2,268 contracts traded today against 2,209 in prior open interest."
2025-10-17,COIN,Coinbase Global Says Aware That Some Users May Be Experiencing Delayed Buys/deposits When Transacting Via PayPal
2025-10-17,COIN,"Investor Kevin O'Leary warned about Ethereum's scalability issues after network congestion caused transaction fees to reach nine-month highs. O'Leary stated that fees for small transactions surged past $1,000, comparing the cost to a high toll on a one-lane highway. Data from Etherscan confirmed that average daily gas prices hit a nine-month high last Friday. At the time of the report, Bitcoin was trading at $108,289.67 and Ethereum at $3,896."
2025-10-17,COIN,"A Financial Times investigation reports that Donald Trump and his family have earned over $1 billion in pre-tax profits from crypto ventures, including memecoins, stablecoins, and decentralized finance projects like World Liberty Financial. The report links the growth of these ventures to a more industry-friendly U.S. administration, noting that SEC enforcement actions against firms like Coinbase, Ripple Labs, and Consensys were dropped or settled following Gary Gensler's resignation. Trump personally disclosed $57.3 million in income from World Liberty Financial for 2024."
2025-10-18,COIN,"The article discusses how crypto exchanges like Coinbase and Binance, along with blockchain networks like Ethereum, have created complex fee structures including gas fees, transaction spreads, and withdrawal charges. These costs often mirror traditional banking fees, with users paying multiple layers of tolls for transfers. Investor Kevin O'Leary noted that Ethereum congestion has caused fees to exceed $1,000 for small transactions. The piece highlights that while stablecoins like USDC promise efficiency, users face opaque and unpredictable costs. Regulators, including the SEC and CFTC, are increasingly focusing on stablecoin regulation."
2025-10-18,COIN,"Benzinga's options activity scanner identified unusual trading in the Financials sector. Specifically for Coinbase (COIN), a bullish call option trade was recorded expiring on November 21, 2025, with a $340.00 strike price. The trade involved 25 contracts at a total cost of $60.6K, with a price of $2,425.0 per contract. There were 1,616 open contracts at this strike prior to the trade, and 574 contracts were traded."
2025-10-20,COIN,"Compass Point Maintains Sell on Coinbase Global, Raises Price Target to $277"
2025-10-20,COIN,"Amazon Web Services (AWS) experienced a widespread operational disruption on Monday in its US-East-1 region due to DNS resolution failures. The outage lasted several hours, impacting over 70 AWS products and causing global service disruptions for major websites and apps, including Coinbase, Reddit, Disney+, and United Airlines. AWS confirmed the issue was operational rather than security-related and restored full functionality by 6:00 a.m. PDT."
2025-10-20,COIN,"Datavault AI (DVLT) announced a partnership with Max International AG to launch a Switzerland-based exchange for tokenized real-world assets (RWAs). The exchange will be based in Zurich and aims to bridge blockchain technology with institutional finance, focusing on tokenizing commodities and name, image, and likeness rights. Datavault AI's shares rose 15.08% to $2.06 in premarket trading following the announcement."
2025-10-20,COIN,"'Major AWS Outage Takes Down Fortnite, Alexa, Snapchat, And More' - The Verge"
2025-10-20,COIN,"Coinbase Global Inc. (NASDAQ: COIN) shares rose 3.58% following the launch of an all-in-one financial platform for small and medium businesses. This platform allows businesses to receive crypto, manage assets, and earn up to 4.1% APY on USDC stablecoins."
2025-10-21,COIN,The Wall Street Journal Reported Coinbase Strikes Deal for Crypto-Investing Platform Echo
2025-10-21,COIN,Coinbase Says See Partial Recovery On Our Trading Service
2025-10-21,COIN,"Coinbase Global Inc. (NASDAQ: COIN) agreed to acquire blockchain fundraising platform Echo for approximately $375 million in cash and stock. This is Coinbase's eighth acquisition this year as it aims to become a full-service capital markets platform. Technically, COIN is consolidating in a symmetrical triangle pattern with resistance at $397 and support at $300; a sustained close above $350 could signal a breakout."
2025-10-23,COIN,"Tesla Inc. (NASDAQ: TSLA) reported a paper profit of $80 million on its Bitcoin holdings in Q3, down from $284 million in Q2. The company's Bitcoin stash of 11,509 BTC remained unchanged, and its total digital asset value was $1.315 billion as of September 30."
2025-10-23,COIN,Shares of Coinbase Global Inc. (NASDAQ: COIN) dropped 6% on Wednesday amid a broader market decline driven by disappointing earnings guidance and potential U.S.-China trade tensions.
2025-10-23,COIN,Coinbase CEO Brian Armstrong is visiting Washington D.C. to meet with lawmakers and White House officials to advocate for a comprehensive U.S. crypto market structure bill. The goal is to finalize and deliver the legislation to President Trump before the midterm elections.
2025-10-24,COIN,"Coinbase CEO Brian Armstrong expressed optimism regarding U.S. cryptocurrency regulation, stating the company is 90% toward passing market structure legislation by year-end. Coinbase shares closed at $322.71 on Thursday and gained 0.46% in after-hours trading, with a year-to-date rally of nearly 30%."
2025-10-24,COIN,"Coinbase Global, Inc. (NASDAQ: COIN) shares rose 7.6% to $347.41 on Friday following an upgrade from JPMorgan, which moved the stock from Neutral to Overweight and increased the price target from $342 to $404."
2025-10-24,COIN,"JPMorgan analyst Kenneth Worthington upgraded Coinbase Global, Inc. (NASDAQ: COIN) from Neutral to Overweight and raised the price target from $342 to $404. Coinbase shares had settled at $322.76 on Thursday."
2025-10-24,COIN,"JPMorgan analyst Kenneth Worthington upgraded Coinbase Global, Inc. (NASDAQ: COIN) from Neutral to Overweight and increased the price target from $342 to $404. The stock closed at $322.76 on Thursday."
2025-10-24,COIN,Market-Moving News for October 24th
2025-10-24,COIN,"JP Morgan Upgrades Coinbase Global to Overweight, Raises Price Target to $404"
2025-10-25,COIN,Coinbase (NASDAQ: COIN) is listed among the major crypto and tech companies that are donors backing the $300 million White House ballroom project initiated by President Donald Trump.
2025-10-25,COIN,"Coinbase is among several major crypto firms, including Ripple, Tether, and Gemini, that are donating to fund President Donald Trump's $300 million, 90,000 sq. ft. White House ballroom project, which has been under construction since September 2025."
2025-10-27,COIN,"Coinbase Global, Inc. (NASDAQ: COIN) is identified as a corporate donor contributing to the $300 million construction of a new White House ballroom, which is expected to be completed before January 2029."
2025-10-27,COIN,"Coinbase Global Inc. (NASDAQ: COIN) is scheduled to report its earnings after the market closes on Thursday, October 30."
2025-10-28,COIN,Kite Announces Investment From Coinbase Ventures To Advance Agentic Payments With The X402 Protocol; Exact Financial Terms Not Disclosed
2025-10-28,COIN,"Citigroup, Coinbase Partner To Enhance Digital Asset Payment Services For Citi's Institutional Clients"
2025-10-28,COIN,"Figment Enters Expanded Partnership With Coinbase Prime And Will Now Extend Beyond Ethereum To Include Additional Proof-Of-Stake Networks Such As Solana, Avalanche, Cardano, Polkadot, And Others"
2025-10-29,COIN,"In a series of analyst rating updates on Wednesday, Rosenblatt maintained a Buy rating on Coinbase Global, Inc. (COIN) but lowered its price target from $470 to $450. Coinbase shares closed at $320.33 on Tuesday."
2025-10-29,COIN,Galaxy Digital Joins Forces With Coinbase Prime To Expand Institutional Crypto Staking Access
2025-10-29,COIN,"Rosenblatt Maintains Buy on Coinbase Global, Lowers Price Target to $450"
2025-10-29,COIN,"Coinbase Global (COIN) is scheduled to report Q3 2025 earnings on October 30, 2025, with analysts estimating an EPS of $1.10. The company's shares are up 94.92% over the last 52 weeks, trading at $355.22 as of October 28. Analysts maintain a consensus Buy rating with an average price target of $370.64. Financial metrics as of June 30, 2025, include 3.28% revenue growth, a 95.44% net margin, and a 12.67% return on equity. Coinbase maintains a debt-to-equity ratio of 0.36."
2025-10-29,COIN,"A whale alert for Coinbase (COIN) shows a call option sweep with bearish sentiment. The contract expires on December 19, 2025, with a $430.00 strike price. 36 contracts were traded across 4 trades for a total cost of $54.5K, with a price of $1515.0 per contract. There were 2263 open contracts at this strike prior to the session, with 65 contracts traded today."
2025-10-29,COIN,"Coinbase CEO Brian Armstrong stated that the House's crypto market bill, the CLARITY Act, is currently in the Senate with approximately 90% support, aiming for committee passage by Thanksgiving. The bill is intended to mirror the success of the July GENIUS Act, which established U.S. stablecoin regulations. The stablecoin market is projected by Citibank to reach $1.9 trillion by 2030, while a16z crypto projects it could hit $3 trillion by 2030."
2025-10-30,COIN,"Mastercard is in late-stage talks to acquire crypto startup Zerohash for an estimated $1.5 billion to $2 billion. Zerohash provides infrastructure for financial institutions to integrate cryptocurrencies and stablecoins. The deal is not finalized. Mastercard previously announced intentions to enable stablecoins as settlement currencies in August. Separately, Western Union plans to launch a USDPT stablecoin on the Solana blockchain in the first half of 2026. Mastercard shares closed 2.01% lower at $554.58 on Thursday."
2025-10-30,COIN,"Tether CEO Paolo Ardoino announced that the stablecoin issuer now holds $135 billion in U.S. Treasuries, making it the 17th largest holder of U.S. sovereign debt, surpassing South Korea and Germany. Tether aims to reach $200 billion in holdings, potentially overtaking Brazil. Tether's stablecoin is backed by reserves, with nearly 80% in U.S. Treasuries. The company has no plans to go public and has relocated operations to El Salvador."
2025-10-30,COIN,HC Wainwright & Co. analyst Mike Colonnese upgraded Coinbase Global Inc. (COIN) from Sell to Buy and increased the price target from $300 to $425. Coinbase shares closed at $348.61 on Wednesday.
2025-10-30,COIN,"HC Wainwright & Co. Upgrades Coinbase Global to Buy, Raises Price Target to $425"
2025-10-30,COIN,"Webull Expands Crypto Futures Offering Through Current Collaboration With Coinbase Derivatives For Users In U.S. To Trade Dogecoin, Nano XRP, Nano Solana, Litecoin, Solana"
2025-10-30,COIN,"On October 30, 2025, numerous companies are scheduled to report quarterly earnings. Coinbase Global (NASDAQ: COIN) is expected to report quarterly earnings of $1.09 per share on revenue of $1.78 billion after the market closes."
2025-10-30,COIN,"Coinbase is set to report Q3 earnings after the closing bell on October 30. Analysts expect $1.10 EPS and $1.8 billion in revenue, compared to $0.28 EPS and $1.21 billion in the year-ago period. Recent analyst actions include: Chris Brendler (Rosenblatt) maintained Buy, cut target to $450; Benjamin Budish (Barclays) maintained Equal-Weight, cut target to $361; Joseph Vafi (Canaccord Genuity) maintained Buy, target $400; Jon Todaro (Needham) maintained Buy, raised target to $400; and Mike Colonnese (HC Wainwright) maintained Sell, target $300."
2025-10-30,COIN,"A whale alert for Coinbase (COIN) identifies a call option sweep with bullish sentiment. The contract expires on November 7, 2025, with a $370.00 strike price. 100 contracts were traded across 3 trades for a total cost of $118.0K, with a price of $1180.0 per contract. There were 2813 open contracts at this strike prior to the session, with 952 contracts traded today."
2025-10-30,COIN,"Circle Internet Financial (CRCL) stock fell over 2% to $133. Data from Protos shows Circle's USDC market cap grew 59% since Donald Trump took office, outpacing Tether's (USDT) 32.5% growth. The GENIUS Act, which favors U.S.-regulated stablecoin issuers, is credited with providing a structural edge to Circle. Coinbase (COIN) is a major investor in Circle and stands to benefit from increased USDC volume and regulatory clarity. Technically, CRCL is trading within a descending channel, with support at $130–$134 and potential upside if it breaks above $140."
2025-10-30,COIN,"Ahead of its Q3 earnings report, Coinbase (COIN) faces mixed analyst sentiment. Analysts expect $1.79 billion in revenue and $1.13 EPS. Rosenblatt analyst Chris Brendler reiterated a Buy rating but lowered the price target from $470 to $450, citing lower consumer trading volumes offset by stablecoin and staking revenue. BTIG initiated coverage with a Buy rating and $410 target, highlighting Base App, stablecoin adoption, and derivatives as growth areas. CEO Brian Armstrong is actively lobbying for crypto regulation, targeting a bill by the end of 2025. The company recently acquired Derebit and reportedly Echo for $375 million. COIN shares are up 36% year-to-date."
2025-10-31,COIN,"On Thursday, major U.S. indices were cautious following a 25-basis-point rate cut by the Federal Reserve and hawkish comments from Chair Jerome Powell. Coinbase Global Inc. (COIN) shares fell 3.2% ahead of its quarterly earnings report scheduled for after the market close."
2025-10-31,COIN,"Coinbase shares fell 5.77% to close at $328.51 on Thursday, with a 52-week range of $444.65 to $142.58. The company reported Q3 earnings of $1.44 per share, exceeding the analyst estimate of $1.11. Shares rose 3.6% to $340.36 in extended trading."
2025-10-31,COIN,"Coinbase CEO Brian Armstrong identified payments as the next major use case for crypto, noting the $40 trillion annual cross-border payments market. He highlighted the company's integration of payment features in its retail and Base apps, and its partnership with Shopify for USDC checkout. Coinbase shares gained 3.31% in after-hours trading following a Q3 earnings beat."
2025-10-31,COIN,"BTIG Maintains Buy on Coinbase Global, Raises Price Target to $420"
2025-10-31,COIN,"Needham Reiterates Buy on Coinbase Global, Maintains $400 Price Target"
2025-10-31,COIN,"HC Wainwright & Co. Reiterates Buy on Coinbase Global, Maintains $425 Price Target"
2025-10-31,COIN,"BTIG analyst Andrew Harte maintained a Buy rating on Coinbase Global, Inc. (NASDAQ: COIN) and increased the price target from $410 to $420. The stock closed at $328.51 on Thursday."
2025-10-31,COIN,"Coinbase shares rose 5% in premarket trading after CEO Brian Armstrong read live prediction market bets during the Q3 earnings call. The company reported $1.9 billion in revenue, a 25% increase from the prior quarter, and added 2,772 Bitcoin to its holdings, totaling 14,548 BTC. Technically, the stock is consolidating in a descending triangle, with support at $329 and resistance at $344."
2025-10-31,COIN,"Coinbase shares were down 2.69% to $339.22 on Thursday ahead of its Q3 earnings release. Wall Street expects EPS of $1.09 on $1.78 billion in revenue. Investors are focused on revenue diversification, including staking, derivatives, and the Base layer-2 solution. The company recently partnered with Citi for institutional digital asset payments, and CEO Brian Armstrong expressed optimism regarding potential U.S. crypto legislation."
2025-10-31,COIN,"Cantor Fitzgerald Maintains Overweight on Coinbase Global, Lowers Price Target to $459"
2025-10-31,COIN,"Barclays Maintains Equal-Weight on Coinbase Global, Lowers Price Target to $357"
2025-10-31,COIN,"Rosenblatt Maintains Buy on Coinbase Global, Raises Price Target to $470"
2025-10-31,COIN,"Coinbase Glb Q3 Adj. EPS $1.44 Beats $1.11 Estimate, Sales $1.869B Beat $1.795B Estimate"
2025-10-31,COIN,"Coinbase Global, Inc. (NASDAQ: COIN) shares rose 9.3% to $359.04 following the company's report of better-than-expected third-quarter financial results."
2025-10-31,COIN,"Coinbase Global reported strong Q3 results, beating analyst expectations with $1.44 EPS (versus $1.11 estimate) and $1.86 billion in revenue (versus $1.79 billion estimate). Transaction revenue rose 37% quarter-over-quarter to $1 billion, while subscription and services revenue grew 14% to $747 million. Operating expenses fell 9% to $1.4 billion. The company reported $433 million in net income and $801 million in Adjusted EBITDA. Coinbase projects October transaction revenue of approximately $385 million. Shares rose 0.45% to $333.56 in extended trading."
2025-11-01,COIN,"JP Morgan Maintains Overweight on Coinbase Global, Lowers Price Target to $399"
2025-11-01,COIN,"Coinbase reported Q3 FY2025 financial results with $1.9 billion in total revenue and $801 million in adjusted EBITDA. The company ended the quarter with $11.9 billion in USD resources and $2.6 billion in long-term crypto investments. Key operational highlights include the 'Everything Exchange' initiative, which expanded spot coverage to over 40,000 assets via DEX integrations and launched CFTC-regulated perpetual futures. The Deribit acquisition contributed $52 million to revenue, with total derivatives volume across Deribit and Coinbase exceeding $840 billion. USDC on-platform holdings averaged $15 billion. For Q4, Coinbase expects transaction revenue of approximately $385 million and subscription/services revenue between $710 million and $790 million. Operating expenses are projected to rise due to acquisitions and headcount, though the company anticipates a slower rate of expense growth by early 2026. Coinbase also noted 65% automation in customer support and plans to deploy LLM agents for compliance in 2026."
2025-11-01,COIN,"Tech stocks rebounded on Friday, with the Nasdaq 100 up 0.5%. Amazon shares surged over 10% following strong earnings, while Coinbase Global Inc. (COIN) rose 7.1% and MicroStrategy (MSTR) climbed 7.7%. Bitcoin traded above $109,000. Fed funds futures indicate a 63% probability of a 25-basis-point rate cut at the December 10 meeting."
2025-11-01,COIN,"Coinbase Global Inc.'s (NYSE: COIN) short interest as a percent of float has decreased by 3.01% since the last report, with 13.04 million shares currently sold short, representing 6.12% of available shares. It would take approximately 1.26 days to cover these positions. Coinbase's short interest remains higher than its peer group average of 4.33%."
2025-11-01,COIN,"Coinbase Global reported Q3 revenue of $1.869 billion, beating the $1.803 billion estimate, and adjusted EBITDA of $801 million, exceeding the $708 million consensus. Adjusted diluted earnings were $1.44 per share versus the $1.21 estimate. Stablecoin revenue hit a record $355 million. Analysts maintained Buy/Overweight ratings with price targets: JPMorgan ($399), Rosenblatt Securities ($470), BTIG ($420), HC Wainwright ($425), and Needham ($400). Growth was driven by the Deribit acquisition, which contributed $52 million in revenue, and strong organic execution. Coinbase is expanding its 'Everything Exchange' strategy, including over 40,000 tradable spot assets, U.S. perpetual futures, and a full-stack payments platform. Shares rose 9.01% to $358.11 following the report."
2025-11-01,COIN,"Options activity for COIN (NASDAQ: COIN) showed a bullish put option sweep expiring on October 31, 2025, with a $352.50 strike price. 80 contracts were traded at a total cost of $34.2K, with 5,923 contracts traded today against 751 prior open interest. The report also details options activity for SOFI, V, GPN, DAVE, BX, ETOR, FOUR, FI, and TOST."
2025-11-03,COIN,Eightco's INFINITY Authentication Pilot Adds Coinbase To Streamline Secure Digital Asset Workflows
2025-11-03,COIN,"MARA Holdings reports Q3 financials on Tuesday, with analysts expecting $0.11 EPS and $250.70 million in revenue. The stock has a consensus price target of $20.11, with a high of $30 set by Cantor Fitzgerald. Technical indicators are mixed, with a 'Sell' signal from MACD and a 'Buy' signal from the Commodity Channel Index. Shares gained 8.94% year-to-date."
2025-11-04,COIN,"Mizuho Maintains Neutral on Coinbase Global, Raises Price Target to $320"
2025-11-04,COIN,"Unusual options activity for Coinbase (COIN) included a bearish put trade expiring November 7, 2025, with a $372.50 strike price. The trade involved 9 contracts at a total cost of $37.8K."
2025-11-05,COIN,"Ark Invest, led by Cathie Wood, purchased 23,963 shares of crypto exchange Bullish (BLSH) for approximately $1.09 million across three ETFs. This follows a $11.9 million purchase on Monday. Coinbase remains a major holding for Ark, representing 5.96% of the ARKK ETF, valued at $489.9 million."
2025-11-05,COIN,"Options activity for COIN (NASDAQ: COIN) showed a neutral call option sweep expiring January 16, 2026, with a $310.00 strike price. The trade involved 50 contracts split into 4 trades, totaling $188.0K at a price of $3772.0 per contract, with 759 contracts traded today."
2025-11-05,COIN,"Kevin O'Leary stated that AI is a real driver of productivity and economic growth. Bitcoin miners are shifting toward AI infrastructure, with IREN securing a $9.7 billion contract with Microsoft and Cipher Mining a $5.5 billion lease with AWS. O'Leary remains bullish on blockchain for real-world payments and stablecoins, and continues to support cryptocurrency infrastructure firms like Coinbase and Circle."
